year,month,country,category,final_action_date,filing_date
2012,6,Rest-of-World,F1,,2005-06-22
2012,6,Rest-of-World,F2A,,2010-01-01
2012,6,Rest-of-World,F2B,,2004-04-15
2012,6,Rest-of-World,F3,,2002-04-01
2012,6,Rest-of-World,F4,,2001-01-08
2012,6,Rest-of-World,EB1,,2012-06-01
2012,6,Rest-of-World,EB2,,2012-06-01
2012,6,Rest-of-World,EB3,,2006-06-08
2012,6,Rest-of-World,EB-Other,,2006-06-08
2012,6,Rest-of-World,EB4,,2012-06-01
2012,6,Rest-of-World,EB-Religious,,2012-06-01
2012,6,Rest-of-World,EB5-Targeted-Employment,,2012-06-01
2012,6,China,F1,,2005-06-22
2012,6,China,F2A,,2010-01-01
2012,6,China,F2B,,2004-04-15
2012,6,China,F3,,2002-04-01
2012,6,China,F4,,2000-12-15
2012,6,China,EB1,,2012-06-01
2012,6,China,EB2,,
2012,6,China,EB3,,2005-08-08
2012,6,China,EB-Other,,2003-04-22
2012,6,China,EB4,,2012-06-01
2012,6,China,EB-Religious,,2012-06-01
2012,6,China,EB5-Targeted-Employment,,2012-06-01
2012,6,India,F1,,2005-06-22
2012,6,India,F2A,,2010-01-01
2012,6,India,F2B,,2004-04-15
2012,6,India,F3,,2002-04-01
2012,6,India,F4,,2001-01-08
2012,6,India,EB1,,2012-06-01
2012,6,India,EB2,,
2012,6,India,EB3,,2002-09-15
2012,6,India,EB-Other,,2002-09-15
2012,6,India,EB4,,2012-06-01
2012,6,India,EB-Religious,,2012-06-01
2012,6,India,EB5-Targeted-Employment,,2012-06-01
2012,6,Mexico,F1,,1993-05-15
2012,6,Mexico,F2A,,2009-12-08
2012,6,Mexico,F2B,,1992-01-01
2012,6,Mexico,F3,,1993-01-15
2012,6,Mexico,F4,,1996-06-01
2012,6,Mexico,EB1,,2012-06-01
2012,6,Mexico,EB2,,2012-06-01
2012,6,Mexico,EB3,,2006-06-08
2012,6,Mexico,EB-Other,,2006-06-08
2012,6,Mexico,EB4,,2012-06-01
2012,6,Mexico,EB-Religious,,2012-06-01
2012,6,Mexico,EB5-Targeted-Employment,,2012-06-01
2012,6,Philippines,F1,,1997-07-01
2012,6,Philippines,F2A,,2010-01-01
2012,6,Philippines,F2B,,2001-12-08
2012,6,Philippines,F3,,1992-07-22
2012,6,Philippines,F4,,1989-01-22
2012,6,Philippines,EB1,,2012-06-01
2012,6,Philippines,EB2,,2012-06-01
2012,6,Philippines,EB3,,2006-05-22
2012,6,Philippines,EB-Other,,2006-05-22
2012,6,Philippines,EB4,,2012-06-01
2012,6,Philippines,EB-Religious,,2012-06-01
2012,6,Philippines,EB5-Targeted-Employment,,2012-06-01
