year,month,country,category,final_action_date,filing_date
2021,8,Rest-of-World,F1,2014-11-22,2016-05-15
2021,8,Rest-of-World,F2A,2021-08-01,2021-06-01
2021,8,Rest-of-World,F2B,2015-09-22,2016-09-22
2021,8,Rest-of-World,F3,2008-11-08,2009-08-22
2021,8,Rest-of-World,F4,2007-03-01,2007-10-01
2021,8,Rest-of-World,EB1,2021-08-01,2021-08-01
2021,8,Rest-of-World,EB2,2021-08-01,2021-08-01
2021,8,Rest-of-World,EB3,2021-08-01,2021-08-01
2021,8,Rest-of-World,EB-Other,2021-08-01,2021-08-01
2021,8,Rest-of-World,EB4,2021-08-01,2021-08-01
2021,8,Rest-of-World,EB-Religious,2021-08-01,2021-08-01
2021,8,Rest-of-World,EB5-Non-Regional-Center,2021-08-01,2021-08-01
2021,8,Rest-of-World,EB5-Regional-Center,,2021-08-01
2021,8,China,F1,2014-11-22,2016-05-15
2021,8,China,F2A,2021-08-01,2021-06-01
2021,8,China,F2B,2015-09-22,2016-09-22
2021,8,China,F3,2008-11-08,2009-08-22
2021,8,China,F4,2007-03-01,2007-10-01
2021,8,China,EB1,2021-08-01,2021-08-01
2021,8,China,EB2,2018-04-01,2018-07-01
2021,8,China,EB3,2019-01-08,2019-07-01
2021,8,China,EB-Other,2010-01-01,2010-05-01
2021,8,China,EB4,2021-08-01,2021-08-01
2021,8,China,EB-Religious,2021-08-01,2021-08-01
2021,8,China,EB5-Non-Regional-Center,2015-11-15,2015-12-15
2021,8,China,EB5-Regional-Center,,2015-12-15
2021,8,India,F1,2014-11-22,2016-05-15
2021,8,India,F2A,2021-08-01,2021-06-01
2021,8,India,F2B,2015-09-22,2016-09-22
2021,8,India,F3,2008-11-08,2009-08-22
2021,8,India,F4,2005-09-01,2005-12-01
2021,8,India,EB1,2021-08-01,2021-08-01
2021,8,India,EB2,2011-06-01,2011-12-01
2021,8,India,EB3,2013-07-01,2014-02-01
2021,8,India,EB-Other,2013-07-01,2014-02-01
2021,8,India,EB4,2021-08-01,2021-08-01
2021,8,India,EB-Religious,2021-08-01,2021-08-01
2021,8,India,EB5-Non-Regional-Center,2021-08-01,2021-08-01
2021,8,India,EB5-Regional-Center,,2021-08-01
2021,8,Mexico,F1,1999-01-01,2000-08-01
2021,8,Mexico,F2A,2021-08-01,2021-06-01
2021,8,Mexico,F2B,2000-03-01,2000-08-08
2021,8,Mexico,F3,1997-04-22,2000-09-08
2021,8,Mexico,F4,1999-01-22,1999-05-08
2021,8,Mexico,EB1,2021-08-01,2021-08-01
2021,8,Mexico,EB2,2021-08-01,2021-08-01
2021,8,Mexico,EB3,2021-08-01,2021-08-01
2021,8,Mexico,EB-Other,2021-08-01,2021-08-01
2021,8,Mexico,EB4,2020-02-01,2021-08-01
2021,8,Mexico,EB-Religious,2020-02-01,2021-08-01
2021,8,Mexico,EB5-Non-Regional-Center,2021-08-01,2021-08-01
2021,8,Mexico,EB5-Regional-Center,,2021-08-01
2021,8,Philippines,F1,2012-03-01,2015-04-22
2021,8,Philippines,F2A,2021-08-01,2021-06-01
2021,8,Philippines,F2B,2011-10-22,2013-10-01
2021,8,Philippines,F3,2002-06-08,2003-10-01
2021,8,Philippines,F4,2002-08-08,2004-02-01
2021,8,Philippines,EB1,2021-08-01,2021-08-01
2021,8,Philippines,EB2,2021-08-01,2021-08-01
2021,8,Philippines,EB3,2021-08-01,2021-08-01
2021,8,Philippines,EB-Other,2021-08-01,2021-08-01
2021,8,Philippines,EB4,2021-08-01,2021-08-01
2021,8,Philippines,EB-Religious,2021-08-01,2021-08-01
2021,8,Philippines,EB5-Non-Regional-Center,2021-08-01,2021-08-01
2021,8,Philippines,EB5-Regional-Center,,2021-08-01
2021,8,El Salvador/Guatemala/Honduras,EB1,2021-08-01,2021-08-01
2021,8,El Salvador/Guatemala/Honduras,EB2,2021-08-01,2021-08-01
2021,8,El Salvador/Guatemala/Honduras,EB3,2021-08-01,2021-08-01
2021,8,El Salvador/Guatemala/Honduras,EB-Other,2021-08-01,2021-08-01
2021,8,El Salvador/Guatemala/Honduras,EB4,2019-01-01,2019-03-01
2021,8,El Salvador/Guatemala/Honduras,EB-Religious,2019-01-01,2019-03-01
2021,8,El Salvador/Guatemala/Honduras,EB5-Non-Regional-Center,2021-08-01,2021-08-01
2021,8,El Salvador/Guatemala/Honduras,EB5-Regional-Center,,2021-08-01
2021,8,Vietnam,EB1,2021-08-01,
2021,8,Vietnam,EB2,2021-08-01,
2021,8,Vietnam,EB3,2021-08-01,
2021,8,Vietnam,EB-Other,2021-08-01,
2021,8,Vietnam,EB4,2021-08-01,
2021,8,Vietnam,EB-Religious,2021-08-01,
2021,8,Vietnam,EB5-Non-Regional-Center,2021-08-01,
2021,8,Vietnam,EB5-Regional-Center,,
