year,month,country,category,final_action_date,filing_date
2016,10,Rest-of-World,F1,2009-09-22,2011-01-01
2016,10,Rest-of-World,F2A,2014-12-22,2015-11-22
2016,10,Rest-of-World,F2B,2010-03-15,2011-02-08
2016,10,Rest-of-World,F3,2004-12-22,2005-08-22
2016,10,Rest-of-World,F4,2003-11-01,2004-07-01
2016,10,Rest-of-World,EB1,2016-10-01,2016-10-01
2016,10,Rest-of-World,EB2,2016-10-01,2016-10-01
2016,10,Rest-of-World,EB3,2016-06-01,2016-10-01
2016,10,Rest-of-World,EB-Other,2016-06-01,2016-10-01
2016,10,Rest-of-World,EB4,2016-10-01,2016-10-01
2016,10,Rest-of-World,EB-Religious,,2016-10-01
2016,10,Rest-of-World,EB5-Non-Regional-Center,2016-10-01,2016-10-01
2016,10,Rest-of-World,EB5-Regional-Center,,2016-10-01
2016,10,China,F1,2009-09-22,2011-01-01
2016,10,China,F2A,2014-12-22,2015-11-22
2016,10,China,F2B,2010-03-15,2011-02-08
2016,10,China,F3,2004-12-22,2005-08-22
2016,10,China,F4,2003-05-01,2004-07-01
2016,10,China,EB1,2016-10-01,2016-10-01
2016,10,China,EB2,2012-02-15,2013-03-01
2016,10,China,EB3,2013-01-22,2014-05-01
2016,10,China,EB-Other,2005-01-01,2009-08-01
2016,10,China,EB4,2016-10-01,2016-10-01
2016,10,China,EB-Religious,,2016-10-01
2016,10,China,EB5-Non-Regional-Center,2014-02-22,2014-06-15
2016,10,China,EB5-Regional-Center,,2014-06-15
2016,10,India,F1,2009-09-22,2011-01-01
2016,10,India,F2A,2014-12-22,2015-11-22
2016,10,India,F2B,2010-03-15,2011-02-08
2016,10,India,F3,2004-12-22,2005-08-22
2016,10,India,F4,2002-12-01,2004-05-01
2016,10,India,EB1,2016-10-01,2016-10-01
2016,10,India,EB2,2007-01-15,2009-04-22
2016,10,India,EB3,2005-03-01,2005-07-01
2016,10,India,EB-Other,2005-03-01,2005-07-01
2016,10,India,EB4,2016-10-01,2016-10-01
2016,10,India,EB-Religious,,2016-10-01
2016,10,India,EB5-Non-Regional-Center,2016-10-01,2016-10-01
2016,10,India,EB5-Regional-Center,,2016-10-01
2016,10,Mexico,F1,1995-04-01,1995-06-01
2016,10,Mexico,F2A,2014-12-01,2015-11-22
2016,10,Mexico,F2B,1995-10-01,1996-06-01
2016,10,Mexico,F3,1994-11-22,1995-05-01
2016,10,Mexico,F4,1997-05-01,1997-12-01
2016,10,Mexico,EB1,2016-10-01,2016-10-01
2016,10,Mexico,EB2,2016-10-01,2016-10-01
2016,10,Mexico,EB3,2016-06-01,2016-10-01
2016,10,Mexico,EB-Other,2016-06-01,2016-10-01
2016,10,Mexico,EB4,2016-10-01,2016-10-01
2016,10,Mexico,EB-Religious,,2016-10-01
2016,10,Mexico,EB5-Non-Regional-Center,2016-10-01,2016-10-01
2016,10,Mexico,EB5-Regional-Center,,2016-10-01
2016,10,Philippines,F1,2005-08-01,2006-05-01
2016,10,Philippines,F2A,2014-12-22,2015-11-22
2016,10,Philippines,F2B,2006-01-01,2007-02-01
2016,10,Philippines,F3,1994-07-08,1995-01-01
2016,10,Philippines,F4,1993-04-15,1994-04-01
2016,10,Philippines,EB1,2016-10-01,2016-10-01
2016,10,Philippines,EB2,2016-10-01,2016-10-01
2016,10,Philippines,EB3,2010-12-01,2013-09-01
2016,10,Philippines,EB-Other,2010-12-01,2013-09-01
2016,10,Philippines,EB4,2016-10-01,2016-10-01
2016,10,Philippines,EB-Religious,,2016-10-01
2016,10,Philippines,EB5-Non-Regional-Center,2016-10-01,2016-10-01
2016,10,Philippines,EB5-Regional-Center,,2016-10-01
2016,10,El Salvador/Guatemala/Honduras,EB1,2016-10-01,
2016,10,El Salvador/Guatemala/Honduras,EB2,2016-10-01,
2016,10,El Salvador/Guatemala/Honduras,EB3,2016-06-01,
2016,10,El Salvador/Guatemala/Honduras,EB-Other,2016-06-01,
2016,10,El Salvador/Guatemala/Honduras,EB4,2015-06-15,
2016,10,El Salvador/Guatemala/Honduras,EB-Religious,,
2016,10,El Salvador/Guatemala/Honduras,EB5-Non-Regional-Center,2016-10-01,
2016,10,El Salvador/Guatemala/Honduras,EB5-Regional-Center,,
