year,month,country,category,final_action_date,filing_date
2020,5,Rest-of-World,F1,2014-03-22,2014-11-22
2020,5,Rest-of-World,F2A,2020-05-01,2020-03-01
2020,5,Rest-of-World,F2B,2015-01-15,2015-09-22
2020,5,Rest-of-World,F3,2008-03-15,2008-12-15
2020,5,Rest-of-World,F4,2006-07-22,2007-07-28
2020,5,Rest-of-World,EB1,2020-05-01,2020-05-01
2020,5,Rest-of-World,EB2,2020-05-01,2020-05-01
2020,5,Rest-of-World,EB3,2017-01-01,2019-04-01
2020,5,Rest-of-World,EB-Other,2017-01-01,2019-04-01
2020,5,Rest-of-World,EB4,2020-05-01,2020-05-01
2020,5,Rest-of-World,EB-Religious,2020-05-01,2020-05-01
2020,5,Rest-of-World,EB5-Non-Regional-Center,2020-05-01,2020-05-01
2020,5,Rest-of-World,EB5-Regional-Center,2020-05-01,2020-05-01
2020,5,China,F1,2014-03-22,2014-11-22
2020,5,China,F2A,2020-05-01,2020-03-01
2020,5,China,F2B,2015-01-15,2015-09-22
2020,5,China,F3,2008-03-15,2008-12-15
2020,5,China,F4,2006-07-22,2007-07-28
2020,5,China,EB1,2017-07-15,2017-10-01
2020,5,China,EB2,2015-10-01,2016-08-01
2020,5,China,EB3,2016-05-15,2017-03-01
2020,5,China,EB-Other,2008-07-15,2008-08-01
2020,5,China,EB4,2020-05-01,2020-05-01
2020,5,China,EB-Religious,2020-05-01,2020-05-01
2020,5,China,EB5-Non-Regional-Center,2015-07-01,2015-12-15
2020,5,China,EB5-Regional-Center,2015-07-01,2015-12-15
2020,5,India,F1,2014-03-22,2014-11-22
2020,5,India,F2A,2020-05-01,2020-03-01
2020,5,India,F2B,2015-01-15,2015-09-22
2020,5,India,F3,2008-03-15,2008-12-15
2020,5,India,F4,2005-01-08,2005-09-08
2020,5,India,EB1,2015-08-01,2017-03-15
2020,5,India,EB2,2009-06-02,2009-07-01
2020,5,India,EB3,2009-03-01,2010-02-01
2020,5,India,EB-Other,2009-03-01,2010-02-01
2020,5,India,EB4,2020-05-01,2020-05-01
2020,5,India,EB-Religious,2020-05-01,2020-05-01
2020,5,India,EB5-Non-Regional-Center,2019-10-01,2020-05-01
2020,5,India,EB5-Regional-Center,2019-10-01,2020-05-01
2020,5,Mexico,F1,1997-10-22,1999-12-08
2020,5,Mexico,F2A,2020-05-01,2020-03-01
2020,5,Mexico,F2B,1999-01-15,1999-09-08
2020,5,Mexico,F3,1996-06-08,2000-07-15
2020,5,Mexico,F4,1998-04-15,1999-01-22
2020,5,Mexico,EB1,2020-05-01,2020-05-01
2020,5,Mexico,EB2,2020-05-01,2020-05-01
2020,5,Mexico,EB3,2017-01-01,2019-04-01
2020,5,Mexico,EB-Other,2017-01-01,2019-04-01
2020,5,Mexico,EB4,2018-05-01,2020-05-01
2020,5,Mexico,EB-Religious,2018-05-01,2020-05-01
2020,5,Mexico,EB5-Non-Regional-Center,2020-05-01,2020-05-01
2020,5,Mexico,EB5-Regional-Center,2020-05-01,2020-05-01
2020,5,Philippines,F1,2010-09-01,2011-06-01
2020,5,Philippines,F2A,2020-05-01,2020-03-01
2020,5,Philippines,F2B,2010-06-01,2011-02-01
2020,5,Philippines,F3,2000-11-15,2001-08-22
2020,5,Philippines,F4,2000-10-01,2001-06-01
2020,5,Philippines,EB1,2020-05-01,2020-05-01
2020,5,Philippines,EB2,2020-05-01,2020-05-01
2020,5,Philippines,EB3,2017-01-01,2019-04-01
2020,5,Philippines,EB-Other,2017-01-01,2019-04-01
2020,5,Philippines,EB4,2020-05-01,2020-05-01
2020,5,Philippines,EB-Religious,2020-05-01,2020-05-01
2020,5,Philippines,EB5-Non-Regional-Center,2020-05-01,2020-05-01
2020,5,Philippines,EB5-Regional-Center,2020-05-01,2020-05-01
2020,5,El Salvador/Guatemala/Honduras,EB1,2020-05-01,2020-05-01
2020,5,El Salvador/Guatemala/Honduras,EB2,2020-05-01,2020-05-01
2020,5,El Salvador/Guatemala/Honduras,EB3,2017-01-01,2019-04-01
2020,5,El Salvador/Guatemala/Honduras,EB-Other,2017-01-01,2019-04-01
2020,5,El Salvador/Guatemala/Honduras,EB4,2016-08-15,2016-09-15
2020,5,El Salvador/Guatemala/Honduras,EB-Religious,2016-08-15,2016-09-15
2020,5,El Salvador/Guatemala/Honduras,EB5-Non-Regional-Center,2020-05-01,2020-05-01
2020,5,El Salvador/Guatemala/Honduras,EB5-Regional-Center,2020-05-01,2020-05-01
2020,5,Vietnam,EB1,2020-05-01,
2020,5,Vietnam,EB2,2020-05-01,
2020,5,Vietnam,EB3,2017-01-01,
2020,5,Vietnam,EB-Other,2017-01-01,
2020,5,Vietnam,EB4,2020-05-01,
2020,5,Vietnam,EB-Religious,2020-05-01,
2020,5,Vietnam,EB5-Non-Regional-Center,2017-04-01,
2020,5,Vietnam,EB5-Regional-Center,2017-04-01,
