year,month,country,category,final_action_date,filing_date
2020,7,Rest-of-World,F1,2014-07-08,2015-04-22
2020,7,Rest-of-World,F2A,2020-07-01,2020-06-01
2020,7,Rest-of-World,F2B,2015-05-01,2016-02-01
2020,7,Rest-of-World,F3,2008-05-08,2009-04-15
2020,7,Rest-of-World,F4,2006-08-22,2007-08-15
2020,7,Rest-of-World,EB1,2020-07-01,2020-07-01
2020,7,Rest-of-World,EB2,2020-07-01,2020-07-01
2020,7,Rest-of-World,EB3,2018-04-15,2019-04-01
2020,7,Rest-of-World,EB-Other,2018-04-15,2019-04-01
2020,7,Rest-of-World,EB4,2020-07-01,2020-07-01
2020,7,Rest-of-World,EB-Religious,2020-07-01,2020-07-01
2020,7,Rest-of-World,EB5-Non-Regional-Center,2020-07-01,2020-07-01
2020,7,Rest-of-World,EB5-Regional-Center,2020-07-01,2020-07-01
2020,7,China,F1,2014-07-08,2015-04-22
2020,7,China,F2A,2020-07-01,2020-06-01
2020,7,China,F2B,2015-05-01,2016-02-01
2020,7,China,F3,2008-05-08,2009-04-15
2020,7,China,F4,2006-08-22,2007-08-15
2020,7,China,EB1,2017-08-22,2017-11-01
2020,7,China,EB2,2015-11-08,2016-08-01
2020,7,China,EB3,2016-06-22,2017-03-01
2020,7,China,EB-Other,2008-07-22,2008-08-01
2020,7,China,EB4,2020-07-01,2020-07-01
2020,7,China,EB-Religious,2020-07-01,2020-07-01
2020,7,China,EB5-Non-Regional-Center,2015-07-22,2015-12-15
2020,7,China,EB5-Regional-Center,2015-07-22,2015-12-15
2020,7,India,F1,2014-07-08,2015-04-22
2020,7,India,F2A,2020-07-01,2020-06-01
2020,7,India,F2B,2015-05-01,2016-02-01
2020,7,India,F3,2008-05-08,2009-04-15
2020,7,India,F4,2005-02-08,2005-10-22
2020,7,India,EB1,2017-05-08,2017-08-01
2020,7,India,EB2,2009-07-08,2009-08-15
2020,7,India,EB3,2009-06-01,2010-02-01
2020,7,India,EB-Other,2009-06-01,2010-02-01
2020,7,India,EB4,2020-07-01,2020-07-01
2020,7,India,EB-Religious,2020-07-01,2020-07-01
2020,7,India,EB5-Non-Regional-Center,2020-07-01,2020-07-01
2020,7,India,EB5-Regional-Center,2020-07-01,2020-07-01
2020,7,Mexico,F1,1997-12-08,2000-01-08
2020,7,Mexico,F2A,2020-07-01,2020-06-01
2020,7,Mexico,F2B,1999-03-08,1999-10-15
2020,7,Mexico,F3,1996-07-08,2000-07-15
2020,7,Mexico,F4,1998-06-01,1999-03-08
2020,7,Mexico,EB1,2020-07-01,2020-07-01
2020,7,Mexico,EB2,2020-07-01,2020-07-01
2020,7,Mexico,EB3,2018-04-15,2019-04-01
2020,7,Mexico,EB-Other,2018-04-15,2019-04-01
2020,7,Mexico,EB4,2018-06-15,2020-07-01
2020,7,Mexico,EB-Religious,2018-06-15,2020-07-01
2020,7,Mexico,EB5-Non-Regional-Center,2020-07-01,2020-07-01
2020,7,Mexico,EB5-Regional-Center,2020-07-01,2020-07-01
2020,7,Philippines,F1,2011-06-01,2012-02-08
2020,7,Philippines,F2A,2020-07-01,2020-06-01
2020,7,Philippines,F2B,2011-01-01,2011-08-01
2020,7,Philippines,F3,2001-08-15,2002-04-22
2020,7,Philippines,F4,2001-06-01,2002-01-08
2020,7,Philippines,EB1,2020-07-01,2020-07-01
2020,7,Philippines,EB2,2020-07-01,2020-07-01
2020,7,Philippines,EB3,2018-04-15,2019-04-01
2020,7,Philippines,EB-Other,2018-04-15,2019-04-01
2020,7,Philippines,EB4,2020-07-01,2020-07-01
2020,7,Philippines,EB-Religious,2020-07-01,2020-07-01
2020,7,Philippines,EB5-Non-Regional-Center,2020-07-01,2020-07-01
2020,7,Philippines,EB5-Regional-Center,2020-07-01,2020-07-01
2020,7,El Salvador/Guatemala/Honduras,EB1,2020-07-01,2020-07-01
2020,7,El Salvador/Guatemala/Honduras,EB2,2020-07-01,2020-07-01
2020,7,El Salvador/Guatemala/Honduras,EB3,2018-04-15,2019-04-01
2020,7,El Salvador/Guatemala/Honduras,EB-Other,2018-04-15,2019-04-01
2020,7,El Salvador/Guatemala/Honduras,EB4,2017-02-01,2017-05-01
2020,7,El Salvador/Guatemala/Honduras,EB-Religious,2017-02-01,2017-05-01
2020,7,El Salvador/Guatemala/Honduras,EB5-Non-Regional-Center,2020-07-01,2020-07-01
2020,7,El Salvador/Guatemala/Honduras,EB5-Regional-Center,2020-07-01,2020-07-01
2020,7,Vietnam,EB1,2020-07-01,
2020,7,Vietnam,EB2,2020-07-01,
2020,7,Vietnam,EB3,2018-04-15,
2020,7,Vietnam,EB-Other,2018-04-15,
2020,7,Vietnam,EB4,2020-07-01,
2020,7,Vietnam,EB-Religious,2020-07-01,
2020,7,Vietnam,EB5-Non-Regional-Center,2017-05-15,
2020,7,Vietnam,EB5-Regional-Center,2017-05-15,
