year,month,country,category,final_action_date,filing_date
2020,3,Rest-of-World,F1,2013-10-08,2014-06-08
2020,3,Rest-of-World,F2A,2020-03-01,2020-01-01
2020,3,Rest-of-World,F2B,2014-09-15,2015-05-15
2020,3,Rest-of-World,F3,2007-12-15,2008-08-15
2020,3,Rest-of-World,F4,2006-07-01,2007-07-22
2020,3,Rest-of-World,EB1,2019-03-01,2020-03-01
2020,3,Rest-of-World,EB2,2020-03-01,2020-03-01
2020,3,Rest-of-World,EB3,2017-01-01,2019-01-01
2020,3,Rest-of-World,EB-Other,2017-01-01,2019-01-01
2020,3,Rest-of-World,EB4,2020-03-01,2020-03-01
2020,3,Rest-of-World,EB-Religious,2020-03-01,2020-03-01
2020,3,Rest-of-World,EB5-Non-Regional-Center,2020-03-01,2020-03-01
2020,3,Rest-of-World,EB5-Regional-Center,2020-03-01,2020-03-01
2020,3,China,F1,2013-10-08,2014-06-08
2020,3,China,F2A,2020-03-01,2020-01-01
2020,3,China,F2B,2014-09-15,2015-05-15
2020,3,China,F3,2007-12-15,2008-08-15
2020,3,China,F4,2006-07-01,2007-07-22
2020,3,China,EB1,2017-06-01,2017-10-01
2020,3,China,EB2,2015-08-15,2016-08-01
2020,3,China,EB3,2016-03-22,2017-03-01
2020,3,China,EB-Other,2008-06-01,2008-08-01
2020,3,China,EB4,2020-03-01,2020-03-01
2020,3,China,EB-Religious,2020-03-01,2020-03-01
2020,3,China,EB5-Non-Regional-Center,2015-05-15,2015-12-15
2020,3,China,EB5-Regional-Center,2015-05-15,2015-12-15
2020,3,India,F1,2013-10-08,2014-06-08
2020,3,India,F2A,2020-03-01,2020-01-01
2020,3,India,F2B,2014-09-15,2015-05-15
2020,3,India,F3,2007-12-15,2008-08-15
2020,3,India,F4,2004-12-08,2005-08-08
2020,3,India,EB1,2015-03-01,2017-03-15
2020,3,India,EB2,2009-05-22,2009-07-01
2020,3,India,EB3,2009-01-15,2010-02-01
2020,3,India,EB-Other,2009-01-15,2010-02-01
2020,3,India,EB4,2020-03-01,2020-03-01
2020,3,India,EB-Religious,2020-03-01,2020-03-01
2020,3,India,EB5-Non-Regional-Center,2018-10-22,2020-03-01
2020,3,India,EB5-Regional-Center,2018-10-22,2020-03-01
2020,3,Mexico,F1,1997-09-15,1999-11-22
2020,3,Mexico,F2A,2020-03-01,2020-01-01
2020,3,Mexico,F2B,1998-10-15,1999-06-22
2020,3,Mexico,F3,1996-04-08,2000-07-15
2020,3,Mexico,F4,1998-02-15,1999-01-08
2020,3,Mexico,EB1,2019-03-01,2020-03-01
2020,3,Mexico,EB2,2020-03-01,2020-03-01
2020,3,Mexico,EB3,2017-01-01,2019-01-01
2020,3,Mexico,EB-Other,2017-01-01,2019-01-01
2020,3,Mexico,EB4,2017-11-15,2020-03-01
2020,3,Mexico,EB-Religious,2017-11-15,2020-03-01
2020,3,Mexico,EB5-Non-Regional-Center,2020-03-01,2020-03-01
2020,3,Mexico,EB5-Regional-Center,2020-03-01,2020-03-01
2020,3,Philippines,F1,2009-09-01,2010-05-01
2020,3,Philippines,F2A,2020-03-01,2020-01-01
2020,3,Philippines,F2B,2009-10-01,2010-06-01
2020,3,Philippines,F3,1999-10-01,2000-06-01
2020,3,Philippines,F4,1999-12-01,2000-07-01
2020,3,Philippines,EB1,2019-03-01,2020-03-01
2020,3,Philippines,EB2,2020-03-01,2020-03-01
2020,3,Philippines,EB3,2017-01-01,2019-01-01
2020,3,Philippines,EB-Other,2017-01-01,2019-01-01
2020,3,Philippines,EB4,2020-03-01,2020-03-01
2020,3,Philippines,EB-Religious,2020-03-01,2020-03-01
2020,3,Philippines,EB5-Non-Regional-Center,2020-03-01,2020-03-01
2020,3,Philippines,EB5-Regional-Center,2020-03-01,2020-03-01
2020,3,El Salvador/Guatemala/Honduras,EB1,2019-03-01,2020-03-01
2020,3,El Salvador/Guatemala/Honduras,EB2,2020-03-01,2020-03-01
2020,3,El Salvador/Guatemala/Honduras,EB3,2017-01-01,2019-01-01
2020,3,El Salvador/Guatemala/Honduras,EB-Other,2017-01-01,2019-01-01
2020,3,El Salvador/Guatemala/Honduras,EB4,2016-07-15,2016-08-15
2020,3,El Salvador/Guatemala/Honduras,EB-Religious,2016-07-15,2016-08-15
2020,3,El Salvador/Guatemala/Honduras,EB5-Non-Regional-Center,2020-03-01,2020-03-01
2020,3,El Salvador/Guatemala/Honduras,EB5-Regional-Center,2020-03-01,2020-03-01
2020,3,Vietnam,EB1,2019-03-01,
2020,3,Vietnam,EB2,2020-03-01,
2020,3,Vietnam,EB3,2017-01-01,
2020,3,Vietnam,EB-Other,2017-01-01,
2020,3,Vietnam,EB4,2020-03-01,
2020,3,Vietnam,EB-Religious,2020-03-01,
2020,3,Vietnam,EB5-Non-Regional-Center,2017-01-15,
2020,3,Vietnam,EB5-Regional-Center,2017-01-15,
